 Ampara, Dehiattakandiya
 Batticaloa, Manmunai Pattu (Araipattai)
 Batticaloa, Manmunai South-West
 Batticaloa, Poratheevu Pattu
 Batticaloa, Manmunai South & Eruvil Pattu
 Colombo, Colombo
 Colombo, Kolonnawa
 Colombo, Kaduwela
 Colombo, Homagama
 Colombo, Seethawaka
 Colombo, Padukka
 Colombo, Maharagama
 Colombo, Sri Jayawardanapura Kotte
 Colombo, Thimbirigasyaya
 Colombo, Dehiwala
 Colombo, Rathmalana
 Colombo, Moratuwa
 Colombo, Kesbewa
 Galle, Benthota
 Galle, Balapitiya
 Galle, Karandeniya
 Galle, Elpitiya
 Galle, Niyagama
 Galle, Thawalama
 Galle, Neluwa
 Galle, Nagoda
 Galle, Baddegama
 Galle, Welivitiya-Divithura
 Galle, Ambalangoda
 Galle, Gonapeenuwala
 Galle, Hikkaduwa
 Galle, Galle Four Gravets
 Galle, Bope-Poddala
 Galle, Akmeemana
 Galle, Yakkalamulla
 Galle, Imaduwa
 Galle, Habaraduwa
 Gampaha, Negombo
 Gampaha, Katana
 Gampaha, Divulapitiya
 Gampaha, Mirigama
 Gampaha, Minuwangoda
 Gampaha, Wattala
 Gampaha, Ja-Ela
 Gampaha, Gampaha
 Gampaha, Attanagalla
 Gampaha, Dompe
 Gampaha, Mahara
 Gampaha, Kelaniya
 Gampaha, Biyagama
 Hambantota , Sooriyawewa
 Hambantota , Lunugamvehera
 Hambantota , Thissamaharama
 Hambantota , Hambantota
 Hambantota , Ambalantota
 Hambantota , Angunakolapelessa
 Hambantota , Weeraketiya
 Hambantota , Katuwana
 Hambantota , Walasmulla
 Hambantota , Okewela
 Hambantota , Beliatta
 Hambantota , Tangalle
 Jaffna, Island North (Kayts)
 Jaffna, Karainagar
 Jaffna, Valikamam West (Chankanai)
 Jaffna, Valikamam South-West (Sandilipay)
 Jaffna, Valikamam North
 Jaffna, Valikamam South (Uduvil)
 Jaffna, Valikamam East (Kopay)
 Jaffna, Vadamarachchy South-West (Karaveddy)
 Jaffna, Vadamarachchy East
 Jaffna, Vadamarachchy North (Point Pedro)
 Jaffna, Thenmarachchy (Chavakachcheri)
 Jaffna, Nallur
 Jaffna, Jaffna
 Jaffna, Island South (Velanai)
 Jaffna, Delft
 Kalutara, Panadura
 Kalutara, Bandaragama
 Kalutara, Horana
 Kalutara, Ingiriya
 Kalutara, Bulathsinhala
 Kalutara, Madurawala
 Kalutara, Millaniya
 Kalutara, Kalutara
 Kalutara, Beruwala
 Kalutara, Dodangoda
 Kalutara, Mathugama
 Kalutara, Agalawatta
 Kalutara, Palindanuwara
 Kalutara, Walallavita
 Kandy, Thumpane
 Kandy, Pujapitiya
 Kandy, Akurana
 Kandy, Pathadumbara
 Kandy, Panvila
 Kandy, Udadumbara
 Kandy, Minipe
 Kandy, Medadumbara
 Kandy, Kundasale
 Kandy, Kandy Four Gravets & Gangawata Korale
 Kandy, Harispattuwa
 Kandy, Hatharaliyadda
 Kandy, Yatinuwara
 Kandy, Udunuwara
 Kandy, Doluwa
 Kandy, Pathahewaheta
 Kandy, Delthota
 Kandy, Udapalatha
 Kandy, Ganga Ihala Korale
 Kandy, Pasbage Korale
 Kegalle, Rambukkana
 Kegalle, Mawanella
 Kegalle, Aranayaka
 Kegalle, Kegalle
 Kegalle, Galigamuwa
 Kegalle, Warakapola
 Kegalle, Ruwanwella
 Kegalle, Bulathkohupitiya
 Kegalle, Yatiyanthota
 Kegalle, Dehiovita
 Kegalle, Deraniyagala
 Killinochchi, Pachchilaipalli
 Killinochchi, Kandavalai
 Killinochchi, Karachchi
 Killinochchi, Poonakary
 Kurunegala, Giribawa
 Kurunegala, Galgamuwa
 Kurunegala, Ehetuwewa
 Kurunegala, Ambanpola
 Kurunegala, Kotavehera
 Kurunegala, Rasnayakapura
 Kurunegala, Nikaweratiya
 Kurunegala, Maho
 Kurunegala, Polpithigama
 Kurunegala, Ibbagamuwa
 Kurunegala, Ganewatta
 Kurunegala, Wariyapola
 Kurunegala, Kobeigane
 Kurunegala, Bingiriya
 Kurunegala, Panduwasnuwara West
 Kurunegala, Panduwasnuwara East
 Kurunegala, Bamunakotuwa
 Kurunegala, Maspotha
 Kurunegala, Kurunegala
 Kurunegala, Mallawapitiya
 Kurunegala, Mawathagama
 Kurunegala, Ridigama
 Kurunegala, Weerambugedara
 Kurunegala, Kuliyapitiya East
 Kurunegala, Kuliyapitiya West
 Kurunegala, Udubaddawa
 Kurunegala, Pannala
 Kurunegala, Narammala
 Kurunegala, Alawwa
 Kurunegala, Polgahawela
 Mannar, Mannar Town
 Mannar, Manthai West
 Mannar, Madhu
 Mannar, Nanaddan
 Mannar, Musali
 Matale, Galewela
 Matale, Dambulla
 Matale, Naula
 Matale, Pallepola
 Matale, Yatawatta
 Matale, Matale
 Matale, Ambanganga Korale
 Matale, Laggala-Pallegama
 Matale, Wilgamuwa
 Matale, Rattota
 Matale, Ukuwela
 Matara, Pitabeddara
 Matara, Kotapola
 Matara, Pasgoda
 Matara, Mulatiyana
 Matara, Athuraliya
 Matara, Akuressa
 Matara, Welipitiya
 Matara, Malimbada
 Matara, Kamburupitiya
 Matara, Hakmana
 Matara, Kirinda Puhulwella
 Matara, Thihagoda
 Matara, Weligama
 Matara, Matara Four Gravets
 Matara, Devinuwara
 Matara, Dickwella
 Moneragala, Bibile
 Moneragala, Madulla
 Moneragala, Medagama
 Moneragala, Siyambalanduwa
 Moneragala, Moneragala
 Moneragala, Badalkumbura
 Moneragala, Wellawaya
 Moneragala, Buttala
 Moneragala, Katharagama
 Moneragala, Thanamalvila
 Moneragala, Sevanagala
 Mullaitivu, Thunukkai
 Mullaitivu, Manthai East
 Mullaitivu, Puthukudiyiruppu
 Mullaitivu, Oddusuddan
 Mullaitivu, Maritimepattu
 Mullaitivu, Welioya
 Nuwara Eliya, Kothmale
 Nuwara Eliya, Hanguranketha
 Nuwara Eliya, Walapane
 Nuwara Eliya, Nuwara Eliya
 Nuwara Eliya, Ambagamuwa
 Polonnaruwa, Hingurakgoda
 Polonnaruwa, Medirigiriya
 Polonnaruwa, Lankapura
 Polonnaruwa, Welikanda
 Polonnaruwa, Dimbulagala
 Polonnaruwa, Thamankaduwa
 Polonnaruwa, Elahera
 Puttalam, Kalpitiya
 Puttalam, Wanathavilluwa
 Puttalam, Karuwalagaswewa
 Puttalam, Nawagattegama
 Puttalam, Puttalam
 Puttalam, Mundal
 Puttalam, Mahakumbukkadawala
 Puttalam, Anamaduwa
 Puttalam, Pallama
 Puttalam, Arachchikattuwa
 Puttalam, Chilaw
 Puttalam, Madampe
 Puttalam, Mahawewa
 Puttalam, Nattandiya
 Puttalam, Wennappuwa
 Puttalam, Dankotuwa
 Ratnapura, Eheliyagoda
 Ratnapura, Kuruvita
 Ratnapura, Kiriella
 Ratnapura, Ratnapura
 Ratnapura, Imbulpe
 Ratnapura, Balangoda
 Ratnapura, Opanayake
 Ratnapura, Pelmadulla
 Ratnapura, Elapatha
 Ratnapura, Ayagama
 Ratnapura, Kalawana
 Ratnapura, Nivithigala
 Ratnapura, Kahawatta
 Ratnapura, Godakawela
 Ratnapura, Weligepola
 Ratnapura, Embilipitiya
 Ratnapura, Kolonna
 Trincomalee, Padavi Sri Pura
 Trincomalee, Kuchchaveli
 Trincomalee, Gomarankadawala
 Trincomalee, Morawewa
 Trincomalee, Trincomalee Town and Gravets
 Trincomalee, Thambalagamuwa
 Trincomalee, Kanthale
 Trincomalee, Kinniya
 Trincomalee, Muttur
 Trincomalee, Seruvila
 Trincomalee, Verugal Eachchalampattu
 Vavuniya, Vavuniya North
 Vavuniya, Vavuniya South
 Vavuniya, Vavuniya
 Vavuniya, Vengalacheddikulam
